id,title,description,category
741216,Cannot drag & drop file path onto INPUT type=file(I can drag & drop file path onto Browse... button),Cannot drag & drop file path onto INPUT type=file(I can drag & drop file path onto Browse... button),UI Bug
652306,About dialog css shouldn't depend on MOZ_OFFICIAL_BRANDING,About dialog css shouldn't depend on MOZ_OFFICIAL_BRANDING,UI Bug
154138,Ant Config Selection,Ant Config Selection,Configuration Error
527211,"dehydra check fails with multiple ""="" in config.mk","dehydra check fails with multiple ""="" in config.mk",Configuration Error
369670,Version/config bumps for Fx 2002,Version/config bumps for Fx 2002,Configuration Error
385661,Backout special pmstripe browser.css,Backout special pmstripe browser.css,UI Bug
312681,Launching by hitting run from Launch Config Dialog fails,Launching by hitting run from Launch Config Dialog fails,Configuration Error
451946,js -j crashes with SIGSEV (js_ExecuteTree) with SELinux execheap protection,js -j crashes with SIGSEV (js_ExecuteTree) with SELinux execheap protection,Crash/Error
392192,"first run migration / import from opera and safari browser are slow, history import should use ""run in batch""","first run migration / import from opera and safari browser are slow, history import should use ""run in batch""",Performance Issue
507983,Some toolbarbutton icons are misaligned,Some toolbarbutton icons are misaligned,UI Bug
341500,"A case where Mozilla is very slow, show garbage in text input an likely to crash in usp10.dll","A case where Mozilla is very slow, show garbage in text input an likely to crash in usp10.dll",Performance Issue
570017,CSP report-uri with dotless host throws exception,CSP report-uri with dotless host throws exception,Crash/Error
389498,SVG render problem,SVG render problem,UI Bug
397510,Scrolling in large file is very slow due to textrun reconstruction,Scrolling in large file is very slow due to textrun reconstruction,Performance Issue
669615,Feature request: Downloads window,Feature request: Downloads window,Feature Request
509692,Port all relevant security tests to 1.9.1 branch,Port all relevant security tests to 1.9.1 branch,Security Vulnerability
155003,Missing exception types / wrong signature?,Missing exception types / wrong signature?,Crash/Error
327066,document.createEvent('TextEvent') crashes,document.createEvent('TextEvent') crashes,Crash/Error
286162,Debug core logs spawner IO exception when running C/C++ executable on Linux,Debug core logs spawner IO exception when running C/C++ executable on Linux,Crash/Error
175004,Select Required button does not select features providing required plug-ins,Select Required button does not select features providing required plug-ins,UI Bug
746837,Fix sessionstore to handle an exception thrown when attempting to focus a window that has been navigated,Fix sessionstore to handle an exception thrown when attempting to focus a window that has been navigated,Crash/Error
495798,background-color:transparent on button not honored in high contrast mode,background-color:transparent on button not honored in high contrast mode,UI Bug
589844,OpenWnn crashes when space is pressed in alphanumeric mode on Android,OpenWnn crashes when space is pressed in alphanumeric mode on Android,Crash/Error
130915,"[Progress] 'X' button on completed task shows ""Cancel Task"" as tooltip","[Progress] 'X' button on completed task shows ""Cancel Task"" as tooltip",UI Bug
223513,StyledText crashes on double-click of whitespace,StyledText crashes on double-click of whitespace,Crash/Error
730701,Difficult to determine active tab. Insufficient color contrast.,Difficult to determine active tab. Insufficient color contrast.,UI Bug
488242,Do something reasonable when background color of body is (semi-)transparent,Do something reasonable when background color of body is (semi-)transparent,UI Bug
627309,Forward button wrongly clipped when using lightweight themes,Forward button wrongly clipped when using lightweight themes,UI Bug
487408,The testcase in bug 463981 crashes Firefox 3.1 beta 3,The testcase in bug 463981 crashes Firefox 3.1 beta 3,Crash/Error
776685,Azure canvas should throw the correct exception types,Azure canvas should throw the correct exception types,Crash/Error
339087,Sync trunk code with 1.8.0 branch,Sync trunk code with 1.8.0 branch,Data Inconsistency
651441,Problem with the Html5 applicationCache. CSS and JS cannot be found.,Problem with the Html5 applicationCache. CSS and JS cannot be found.,UI Bug
591330,Firefox crashes whenever I open the site,Firefox crashes whenever I open the site,Crash/Error
465577,"exception clicking on ""Always allow images from ...""","exception clicking on ""Always allow images from ...""",Crash/Error
380476,XSS by loading a target site in the middle of calling setTimeout(),XSS by loading a target site in the middle of calling setTimeout(),Security Vulnerability
287820,"""GO"" button after search field hardly visible on the Mac in Firefox","""GO"" button after search field hardly visible on the Mac in Firefox",UI Bug
811312,remove ATS-based font code,remove ATS-based font code,UI Bug
296878,Quick fix that adds exception doesn't check if @throws javadoc element exists,Quick fix that adds exception doesn't check if @throws javadoc element exists,Crash/Error
778261,Gonk startup sometimes crashes after E/FramebufferNativeWindow(28557): couldn't open framebuffer HAL (No such file or directory),Gonk startup sometimes crashes after E/FramebufferNativeWindow(28557): couldn't open framebuffer HAL (No such file or directory),Crash/Error
603388,Merge fx-sync to mozilla-central,Merge fx-sync to mozilla-central,Data Inconsistency
132158,Progress View ... placeholder ... labeling inconsistency,Progress View ... placeholder ... labeling inconsistency,Data Inconsistency
178895,A for-each loop changes its value on each iterator but the null pointer analysis is not taking that into consideration,A for-each loop changes its value on each iterator but the null pointer analysis is not taking that into consideration,Crash/Error
430810,illegal ref for xf:group crashes Firefox,illegal ref for xf:group crashes Firefox,Crash/Error
330688,Automatically select text in Extract Local Variable,Automatically select text in Extract Local Variable,Configuration Error
414503,[proto] no hover state for tab close button,[proto] no hover state for tab close button,UI Bug
582339,Wrong spelling at bugzilla's documentations on Groups and Group Security Section,Wrong spelling at bugzilla's documentations on Groups and Group Security Section,Security Vulnerability
161643,[Apply Patch] Using the copy right to left contents button erases patched file,[Apply Patch] Using the copy right to left contents button erases patched file,UI Bug
594618,Malformed font leads to crash [@fnt_DeltaEngine],Malformed font leads to crash [@fnt_DeltaEngine],UI Bug
716621,Folder labels with new messages are misaligned in folder pane,Folder labels with new messages are misaligned in folder pane,UI Bug
145445,Scrolling insanely slow after upgrading from 3.2RC6 to 3.2RC7,Scrolling insanely slow after upgrading from 3.2RC6 to 3.2RC7,Performance Issue
578118,REFTEST TEST-UNEXPECTED-FAIL | file:///c:/talos-slave/mozilla-central-win7-opt-u-reftest-d2d/build/reftest/tests/layout/reftests/bugs/385569-1a.html,REFTEST TEST-UNEXPECTED-FAIL | file:///c:/talos-slave/mozilla-central-win7-opt-u-reftest-d2d/build/reftest/tests/layout/reftests/bugs/385569-1a.html,UI Bug
229934,ManagedCommandLineGenerator.generateCommandLineInfo() skips text after last symbolic variable,ManagedCommandLineGenerator.generateCommandLineInfo() skips text after last symbolic variable,Configuration Error
273570,Unable to create view ID org.eclipse.jdt.ui.PackageExplorer: An unexpected exception was thrown. in existing workspace only,Unable to create view ID org.eclipse.jdt.ui.PackageExplorer: An unexpected exception was thrown. in existing workspace only,Crash/Error
138910,JUnit launch config type should support resource mapping,JUnit launch config type should support resource mapping,Configuration Error
133183,Button widget with SWT.CHECK style is not showing foreground color when it is in selected/checked state,Button widget with SWT.CHECK style is not showing foreground color when it is in selected/checked state,UI Bug
578714,Eliminate uses of ToLowerCase(nsAString) in layout/style,Eliminate uses of ToLowerCase(nsAString) in layout/style,UI Bug
395891,"Profile Manager prevents Minefield startup from OS Integration points (links in Mails, etc)","Profile Manager prevents Minefield startup from OS Integration points (links in Mails, etc)",Integration Failure
780680,gfxHarfBuzzShaper.cpp:1197:21: warning: variable ‘pr evGlyphCharIndex’ set but not used [-Wunused-but-set-variable],gfxHarfBuzzShaper.cpp:1197:21: warning: variable ‘pr evGlyphCharIndex’ set but not used [-Wunused-but-set-variable],Configuration Error
351122,Repeated crashes [@js3250.dll + (0002f4d4)],Repeated crashes [@js3250.dll + (0002f4d4)],Crash/Error
527099,sporadic timeout in chrome/dom/tests/mochitest/chrome/test_focus.xul,sporadic timeout in chrome/dom/tests/mochitest/chrome/test_focus.xul,Performance Issue
422340,Firefox 3 beta 4 crashes on leaving gmail,Firefox 3 beta 4 crashes on leaving gmail,Crash/Error
374489,"after clicking a close button, double-clicking doesn't open a new tab until you move the mouse","after clicking a close button, double-clicking doesn't open a new tab until you move the mouse",UI Bug
127298,filtering label does not expand for font changes,filtering label does not expand for font changes,UI Bug
395896,"Hide the ""Short Format"" button in ""Format for Printing"" when printing","Hide the ""Short Format"" button in ""Format for Printing"" when printing",UI Bug
343454,CJK problem on font switching,CJK problem on font switching,UI Bug
428402,Uncaught exception in places initialization during mochitest run,Uncaught exception in places initialization during mochitest run,Crash/Error
789003,Intermittent browser_586068-cascaded_restore.js | uncaught JS exception - NS_ERROR_FAILURE: Failure at chrome://browser/content/browser.js:4567,Intermittent browser_586068-cascaded_restore.js | uncaught JS exception - NS_ERROR_FAILURE: Failure at chrome://browser/content/browser.js:4567,Crash/Error
712868,tilt / 3D button isn't showing up,tilt / 3D button isn't showing up,UI Bug
172146,[apidoc] IFileStore.putInfo() doesnt throw an exception on failure in some cases,[apidoc] IFileStore.putInfo() doesnt throw an exception on failure in some cases,Crash/Error
